transaction_id,customer_id,timestamp,transaction_amount,merchant_category,transaction_country,transaction_description,is_fraud,description_length,transaction_frequency,consistency_score,entity_has_payment_instruments,entity_has_gift_cards,entity_has_crypto,entity_has_subscriptions,entity_has_refunds,entity_has_P2P,entity_has_digital_goods
TX001110,CUST0001,2025-04-22 06:40:00,63.09,Fashion,GB,clothing store new apparel,0,26,14,10,0,0,0,0,0,0,0
TX001111,CUST0188,2025-04-22 07:49:00,102.39,Utilities,GB,home internet bill payment,0,26,6,10,0,0,0,0,0,0,0
TX001112,CUST0194,2025-04-22 08:56:00,839.22,Electronics,CN,high-value electronics shipment abroad,1,38,14,10,0,0,0,0,0,0,0
TX001113,CUST0162,2025-04-22 09:32:00,78.48,Groceries,GB,supermarket weekly supplies,0,27,11,10,0,0,0,0,0,0,0
TX001114,CUST0200,2025-04-22 10:23:00,141.92,Groceries,GB,supermarket weekly supplies,0,27,10,10,0,0,0,0,0,0,0
TX001115,CUST0136,2025-04-22 11:43:00,7.42,Dining,GB,daily coffee shop purchase,0,26,15,10,0,0,0,0,0,0,0
TX001116,CUST0053,2025-04-22 12:22:00,1502.73,Finance,DE,urgent international wire transfer,1,34,22,10,1,0,0,0,0,1,0
TX001117,CUST0155,2025-04-22 13:04:00,11.39,Dining,GB,fast food lunch order,0,21,15,10,0,0,0,0,0,0,0
TX001118,CUST0031,2025-04-22 14:55:00,11.56,Dining,GB,daily coffee shop purchase,0,26,12,10,0,0,0,0,0,0,0
TX001119,CUST0054,2025-04-22 15:31:00,139.38,Groceries,GB,supermarket weekly supplies,0,27,17,10,0,0,0,0,0,0,0
TX001120,CUST0165,2025-04-23 16:54:00,142.1,Fashion,GB,clothing store new apparel,0,26,9,10,0,0,0,0,0,0,0
TX001121,CUST0111,2025-04-23 17:25:00,6.84,Dining,GB,daily coffee shop purchase,0,26,10,10,0,0,0,0,0,0,0
TX001122,CUST0150,2025-04-23 18:32:00,8.01,Dining,GB,daily coffee shop purchase,0,26,16,10,0,0,0,0,0,0,0
TX001123,CUST0029,2025-04-23 19:15:00,189.04,Services,AU,anonymous crypto purchase gateway,1,33,18,8,0,0,1,0,0,0,1
TX001124,CUST0128,2025-04-23 20:56:00,25.56,Entertainment,GB,weekend cinema tickets,0,22,23,10,0,0,0,0,0,0,0
TX001125,CUST0079,2025-04-23 21:28:00,132.88,Home Goods,GB,new kitchen appliance,0,21,12,10,0,0,0,0,0,0,0
TX001126,CUST0171,2025-04-23 22:26:00,9.17,Dining,GB,fast food lunch order,0,21,11,10,0,0,0,0,0,0,0
TX001127,CUST0057,2025-04-23 23:51:00,56.63,Utilities,GB,gas station fuel fill-up,0,24,15,4,0,0,0,0,0,0,0
TX001128,CUST0037,2025-04-23 00:27:00,126.96,Dining,GB,restaurant dinner payment,0,25,16,10,1,0,0,0,0,0,0
TX001129,CUST0031,2025-04-23 01:42:00,8.52,Dining,GB,daily coffee shop purchase,0,26,12,10,0,0,0,0,0,0,0
TX001130,CUST0054,2025-04-24 02:52:00,1289.5,Online Retail,US,luxury watch order processing,1,29,17,10,0,0,0,0,0,0,0
TX001131,CUST0020,2025-04-24 03:05:00,105.18,Home Goods,GB,new kitchen appliance,0,21,18,10,0,0,0,0,0,0,0
TX001132,CUST0106,2025-04-24 04:02:00,54.1,Utilities,GB,gas station fuel fill-up,0,24,14,5,0,0,0,0,0,0,0
TX001133,CUST0095,2025-04-24 05:09:00,134.19,Electronics,MX,large digital asset acquisition,1,31,14,6,0,0,1,0,0,0,1
TX001134,CUST0024,2025-04-24 06:30:00,133.02,Online Retail,GB,online book store purchase,0,26,15,10,0,0,0,0,0,0,0
TX001135,CUST0084,2025-04-24 07:45:00,121.72,Dining,GB,restaurant dinner payment,0,25,18,10,1,0,0,0,0,0,0
TX001136,CUST0198,2025-04-24 08:11:00,34.19,Travel,GB,public transport travel card,0,28,10,10,1,0,0,0,0,0,0
TX001137,CUST0044,2025-04-24 09:29:00,76.54,Groceries,GB,supermarket weekly supplies,1,27,16,10,0,0,0,0,0,0,0
TX001138,CUST0008,2025-04-24 10:52:00,8.44,Dining,GB,daily coffee shop purchase,0,26,14,10,0,0,0,0,0,0,0
TX001139,CUST0010,2025-04-24 11:32:00,1833.02,Online Retail,US,expensive jewelry collection acquisition,1,40,9,10,0,0,0,0,0,0,0
TX001140,CUST0096,2025-04-25 12:34:00,79.91,Groceries,GB,local grocery store shopping,0,28,13,10,0,0,0,0,0,0,0
TX001141,CUST0094,2025-04-25 13:56:00,47.9,Automotive,GB,gas station fuel fill-up,0,24,8,10,0,0,0,0,0,0,0
TX001142,CUST0051,2025-04-25 14:21:00,82.59,Groceries,GB,supermarket weekly supplies,0,27,12,10,0,0,0,0,0,0,0
TX001143,CUST0153,2025-04-25 15:46:00,139.75,Groceries,GB,local grocery store shopping,0,28,14,10,0,0,0,0,0,0,0
TX001144,CUST0025,2025-04-25 16:59:00,140.67,Groceries,GB,local grocery store shopping,0,28,16,10,0,0,0,0,0,0,0
TX001100,CUST0142,2025-04-21 20:54:00,16.92,Dining,FR,bakery morning pastry,0,21,15,10,0,0,0,0,0,0,0
TX001101,CUST0066,2025-04-21 21:30:00,62.47,Groceries,FR,supermarket groceries bill,0,26,18,10,1,0,0,0,0,0,0
TX001102,CUST0020,2025-04-21 22:28:00,110.45,Fashion,FR,online clothes order,0,20,18,10,0,0,0,0,0,0,0
TX001103,CUST0076,2025-04-21 23:48:00,25.33,Dining,FR,restaurant dinner payment,0,25,8,10,1,0,0,0,0,0,0
TX001104,CUST0161,2025-04-21 00:22:00,47.78,Automotive,FR,gas station fill-up,0,19,14,10,0,0,0,0,0,0,0
TX001105,CUST0193,2025-04-21 01:10:00,16.71,Entertainment,FR,online game purchase,0,20,12,10,0,0,0,0,0,0,1
TX001106,CUST0190,2025-04-21 02:10:00,12.98,Dining,FR,coffee shop purchase,0,20,12,10,0,0,0,0,0,0,0
TX001107,CUST0052,2025-04-21 03:42:00,105.11,Healthcare,FR,pharmacy prescription,0,21,11,10,0,0,0,0,0,0,0
TX001108,CUST0184,2025-04-21 04:48:00,14.5,Dining,FR,coffee shop purchase,0,20,6,10,0,0,0,0,0,0,0
TX001109,CUST0032,2025-04-21 05:15:00,8.08,Dining,FR,bakery morning pastry,0,21,20,10,0,0,0,0,0,0,0
TX001110,CUST0018,2025-04-22 06:31:00,12.26,Entertainment,FR,public transport ticket,0,23,15,4,0,0,0,0,0,0,0
TX001111,CUST0091,2025-04-22 07:31:00,128.09,Fashion,FR,online clothes order,0,20,14,10,0,0,0,0,0,0,0
TX001112,CUST0123,2025-04-22 08:36:00,12.18,Dining,FR,coffee shop purchase,0,20,18,10,0,0,0,0,0,0,0
TX001113,CUST0071,2025-04-22 09:53:00,1827.87,Electronics,US,luxury watch order,1,18,17,8,0,0,0,0,0,0,0
TX001114,CUST0117,2025-04-22 10:10:00,54.49,Automotive,FR,gas station fill-up,0,19,12,10,0,0,0,0,0,0,0
TX001115,CUST0026,2025-04-22 11:33:00,9.48,Entertainment,FR,public transport ticket,0,23,13,4,0,0,0,0,0,0,0
TX001116,CUST0055,2025-04-22 12:39:00,78.58,Groceries,FR,supermarket groceries bill,0,26,9,10,1,0,0,0,0,0,0
TX001117,CUST0029,2025-04-22 13:49:00,34.02,Services,FR,haircut appointment,0,19,18,10,0,0,0,0,0,0,0
TX001118,CUST0122,2025-04-22 14:16:00,18.06,Subscription,FR,monthly streaming subscription,0,30,17,10,0,0,0,1,0,0,1
TX001119,CUST0082,2025-04-22 15:45:00,45.31,Entertainment,FR,movie tickets booking,0,21,13,10,0,0,0,0,0,0,0
TX001120,CUST0008,2025-04-23 16:05:00,139.75,Education,FR,bookstore purchase,0,18,14,8,0,0,0,0,0,0,0
TX001121,CUST0116,2025-04-23 17:51:00,25.43,Entertainment,FR,movie tickets booking,0,21,16,10,0,0,0,0,0,0,0
TX001122,CUST0160,2025-04-23 18:12:00,22.09,Dining,FR,restaurant dinner payment,0,25,12,10,1,0,0,0,0,0,0
TX001123,CUST0081,2025-04-23 19:43:00,283.47,Travel,MX,unusual subscription renewal,1,28,7,2,0,0,0,1,0,0,0
TX001124,CUST0075,2025-04-23 20:41:00,108.57,Services,FR,internet service payment,0,24,15,10,1,0,0,0,0,0,0
TX001125,CUST0048,2025-04-23 21:51:00,54.12,Groceries,FR,supermarket groceries bill,0,26,9,10,1,0,0,0,0,0,0
TX001126,CUST0012,2025-04-23 22:02:00,14.65,Entertainment,FR,public transport ticket,0,23,15,4,0,0,0,0,0,0,0
TX001127,CUST0153,2025-04-23 23:15:00,10.37,Dining,FR,coffee shop purchase,0,20,14,10,0,0,0,0,0,0,0
TX001128,CUST0168,2025-04-23 00:04:00,65.41,Groceries,FR,weekly farmers market,0,21,17,10,0,0,0,0,0,0,0
TX001129,CUST0039,2025-04-23 01:27:00,11.23,Dining,FR,coffee shop purchase,0,20,13,10,0,0,0,0,0,0,0
TX001130,CUST0108,2025-04-24 02:49:00,48.01,Automotive,FR,car wash service,0,16,16,10,0,0,0,0,0,0,0
TX001131,CUST0073,2025-04-24 03:22:00,6.84,Dining,FR,bakery morning pastry,0,21,15,10,0,0,0,0,0,0,0
TX001132,CUST0017,2025-04-24 04:40:00,68.42,Groceries,FR,home essentials delivery,0,24,20,10,0,0,0,0,0,0,0
TX001133,CUST0036,2025-04-24 05:11:00,25.13,Dining,FR,restaurant dinner payment,0,25,14,10,1,0,0,0,0,0,0
TX001134,CUST0067,2025-04-24 06:58:00,12.04,Entertainment,FR,public transport ticket,0,23,16,4,0,0,0,0,0,0,0
TX001135,CUST0136,2025-04-24 07:54:00,10.87,Dining,FR,coffee shop purchase,0,20,15,10,0,0,0,0,0,0,0
TX001136,CUST0012,2025-04-24 08:46:00,18.06,Subscription,FR,monthly streaming subscription,0,30,15,10,0,0,0,1,0,0,1
TX001137,CUST0135,2025-04-24 09:36:00,54.02,Groceries,FR,supermarket groceries bill,0,26,12,10,1,0,0,0,0,0,0
TX001138,CUST0017,2025-04-24 10:33:00,10.3,Dining,FR,coffee shop purchase,0,20,20,10,0,0,0,0,0,0,0
TX001139,CUST0040,2025-04-24 11:17:00,18.0,Subscription,FR,monthly streaming subscription,0,30,14,10,0,0,0,1,0,0,1
TX001140,CUST0005,2025-04-25 12:03:00,22.84,Dining,FR,restaurant dinner payment,0,25,13,10,1,0,0,0,0,0,0
TX001141,CUST0155,2025-04-25 13:25:00,33.72,Services,FR,haircut appointment,0,19,15,10,0,0,0,0,0,0,0
TX001142,CUST0137,2025-04-25 14:27:00,6.7,Dining,FR,bakery morning pastry,0,21,20,10,0,0,0,0,0,0,0
TX001143,CUST0024,2025-04-25 15:10:00,16.27,Entertainment,FR,online game purchase,0,20,15,10,0,0,0,0,0,0,1
TX001144,CUST0034,2025-04-25 16:12:00,92.1,Groceries,FR,weekly farmers market,0,21,12,10,0,0,0,0,0,0,0
TX001145,CUST0027,2025-04-25 17:15:00,83.0,Online Retail,FR,online clothes order,0,20,11,10,0,0,0,0,0,0,0
TX001146,CUST0028,2025-04-25 18:10:00,128.51,Services,FR,internet service payment,0,24,10,10,1,0,0,0,0,0,0
TX001147,CUST0180,2025-04-25 19:29:00,35.8,Entertainment,FR,movie tickets booking,0,21,11,10,0,0,0,0,0,0,0
TX001148,CUST0138,2025-04-25 20:45:00,68.42,Groceries,FR,home essentials delivery,0,24,7,10,0,0,0,0,0,0,0
TX001149,CUST0148,2025-04-25 21:45:00,105.79,Education,FR,bookstore purchase,0,18,13,8,0,0,0,0,0,0,0
TX001150,CUST0066,2025-04-26 22:41:00,12.06,Dining,FR,coffee shop purchase,0,20,18,10,0,0,0,0,0,0,0
TX001151,CUST0021,2025-04-26 23:42:00,10.59,Dining,FR,coffee shop purchase,0,20,18,10,0,0,0,0,0,0,0
TX001152,CUST0009,2025-04-26 00:02:00,28.56,Dining,FR,restaurant dinner payment,0,25,17,10,1,0,0,0,0,0,0
TX001153,CUST0037,2025-04-26 01:37:00,6.54,Dining,FR,bakery morning pastry,0,21,16,10,0,0,0,0,0,0,0
TX001154,CUST0129,2025-04-26 02:15:00,18.06,Subscription,FR,monthly streaming subscription,0,30,19,10,0,0,0,1,0,0,1
TX001155,CUST0179,2025-04-26 03:17:00,26.54,Dining,FR,online food delivery,0,20,20,10,0,0,0,0,0,0,0
TX001156,CUST0183,2025-04-26 04:47:00,55.45,Groceries,FR,supermarket groceries bill,0,26,15,10,1,0,0,0,0,0,0
TX001157,CUST0168,2025-04-26 05:33:00,76.53,Online Retail,GB,online clothes order,1,20,17,10,0,0,0,0,0,0,0
TX001158,CUST0022,2025-04-26 06:29:00,11.2,Entertainment,FR,public transport ticket,0,23,12,4,0,0,0,0,0,0,0
TX001159,CUST0059,2025-04-26 07:15:00,25.13,Entertainment,FR,movie tickets booking,0,21,9,10,0,0,0,0,0,0,0
TX001160,CUST0078,2025-04-27 08:49:00,18.06,Subscription,FR,monthly streaming subscription,0,30,17,10,0,0,0,1,0,0,1
TX001161,CUST0087,2025-04-27 09:24:00,79.87,Groceries,FR,supermarket groceries bill,0,26,13,10,1,0,0,0,0,0,0
TX001162,CUST0110,2025-04-27 10:35:00,12.55,Dining,FR,coffee shop purchase,0,20,13,10,0,0,0,0,0,0,0
TX001163,CUST0163,2025-04-27 11:28:00,16.92,Dining,FR,bakery morning pastry,0,21,10,10,0,0,0,0,0,0,0
TX001164,CUST0044,2025-04-27 12:59:00,9.92,Entertainment,FR,public transport ticket,0,23,16,4,0,0,0,0,0,0,0
TX001165,CUST0010,2025-04-27 13:17:00,18.06,Subscription,FR,monthly streaming subscription,0,30,9,10,0,0,0,1,0,0,1
TX001166,CUST0012,2025-04-27 14:38:00,7.42,Dining,FR,bakery morning pastry,0,21,15,10,0,0,0,0,0,0,0
TX001167,CUST0070,2025-04-27 15:40:00,139.75,Education,FR,bookstore purchase,0,18,9,8,0,0,0,0,0,0,0
TX001168,CUST0116,2025-04-27 16:00:00,28.56,Dining,FR,restaurant dinner payment,0,25,16,10,1,0,0,0,0,0,0
TX001169,CUST0154,2025-04-27 17:14:00,110.45,Fashion,FR,online clothes order,0,20,8,10,0,0,0,0,0,0,0
TX001170,CUST0108,2025-04-28 18:08:00,62.47,Groceries,FR,supermarket groceries bill,0,26,16,10,1,0,0,0,0,0,0
TX001171,CUST0116,2025-04-28 19:37:00,14.76,Entertainment,FR,public transport ticket,0,23,16,4,0,0,0,0,0,0,0
TX001172,CUST0084,2025-04-28 20:37:00,54.49,Automotive,FR,gas station fill-up,0,19,18,10,0,0,0,0,0,0,0
TX001173,CUST0143,2025-04-28 21:31:00,1789.25,Online Retail,FR,high-value electronics,1,22,15,10,0,0,0,0,0,0,0
TX001174,CUST0073,2025-04-28 22:02:00,27.91,Dining,FR,online food delivery,0,20,15,10,0,0,0,0,0,0,0
TX001175,CUST0063,2025-04-28 23:09:00,18.06,Subscription,FR,monthly streaming subscription,0,30,9,10,0,0,0,1,0,0,1
TX001176,CUST0005,2025-04-28 00:32:00,12.0,Dining,FR,coffee shop purchase,0,20,13,10,0,0,0,0,0,0,0
TX001177,CUST0159,2025-04-28 01:17:00,8.08,Dining,FR,bakery morning pastry,0,21,24,10,0,0,0,0,0,0,0
TX001178,CUST0073,2025-04-28 02:35:00,35.8,Entertainment,FR,movie tickets booking,0,21,15,10,0,0,0,0,0,0,0
TX001179,CUST0125,2025-04-28 03:53:00,128.09,Fashion,FR,online clothes order,0,20,17,10,0,0,0,0,0,0,0
TX001180,CUST0044,2025-04-29 04:44:00,47.78,Automotive,FR,gas station fill-up,0,19,16,10,0,0,0,0,0,0,0
TX001181,CUST0164,2025-04-29 05:35:00,16.71,Entertainment,FR,online game purchase,0,20,17,10,0,0,0,0,0,0,1
TX001182,CUST0141,2025-04-29 06:31:00,105.11,Healthcare,FR,pharmacy prescription,0,21,15,10,0,0,0,0,0,0,0
TX001183,CUST0035,2025-04-29 07:35:00,68.42,Groceries,FR,home essentials delivery,0,24,11,10,0,0,0,0,0,0,0
TX001184,CUST0095,2025-04-29 08:54:00,12.98,Dining,FR,coffee shop purchase,0,20,14,10,0,0,0,0,0,0,0
TX001185,CUST0125,2025-04-29 09:03:00,1150.3,Services,CA,crypto exchange purchase,1,24,17,6,0,0,1,0,0,0,0
TX001186,CUST0158,2025-04-29 10:07:00,10.37,Dining,FR,coffee shop purchase,0,20,19,10,0,0,0,0,0,0,0
TX001187,CUST0183,2025-04-29 11:30:00,92.1,Groceries,FR,weekly farmers market,0,21,15,10,0,0,0,0,0,0,0
TX001188,CUST0112,2025-04-29 12:10:00,12.26,Entertainment,FR,public transport ticket,0,23,11,4,0,0,0,0,0,0,0
TX001189,CUST0105,2025-04-29 13:45:00,108.57,Services,FR,internet service payment,0,24,11,10,1,0,0,0,0,0,0
TX001190,CUST0003,2025-04-30 14:45:00,18.06,Subscription,FR,monthly streaming subscription,0,30,10,10,0,0,0,1,0,0,1
TX001191,CUST0131,2025-04-30 15:25:00,10.87,Dining,FR,coffee shop purchase,0,20,9,10,0,0,0,0,0,0,0
TX001192,CUST0191,2025-04-30 16:16:00,2503.79,Online Retail,US,anonymous online purchase,1,25,19,10,0,0,0,0,0,0,0
TX001193,CUST0063,2025-04-30 17:53:00,54.02,Groceries,FR,supermarket groceries bill,0,26,9,10,1,0,0,0,0,0,0
TX001194,CUST0039,2025-04-30 18:22:00,6.7,Dining,FR,bakery morning pastry,0,21,13,10,0,0,0,0,0,0,0
TX001195,CUST0067,2025-04-30 19:32:00,10.3,Dining,FR,coffee shop purchase,0,20,16,10,0,0,0,0,0,0,0
TX001196,CUST0192,2025-04-30 20:36:00,33.72,Services,FR,haircut appointment,0,19,16,10,0,0,0,0,0,0,0
TX001197,CUST0158,2025-04-30 21:27:00,16.27,Entertainment,FR,online game purchase,0,20,19,10,0,0,0,0,0,0,1
TX001198,CUST0112,2025-04-30 22:23:00,18.0,Subscription,FR,monthly streaming subscription,0,30,11,10,0,0,0,1,0,0,1
TX001199,CUST0082,2025-04-30 23:46:00,12.18,Dining,FR,coffee shop purchase,0,20,13,10,0,0,0,0,0,0,0
TX001200,CUST0013,2025-05-01 00:09:00,65.41,Groceries,FR,weekly farmers market,0,21,16,10,0,0,0,0,0,0,0
TX001201,CUST0105,2025-05-01 01:33:00,22.09,Dining,FR,restaurant dinner payment,0,25,11,10,1,0,0,0,0,0,0
TX001202,CUST0005,2025-05-01 02:13:00,83.0,Online Retail,FR,online clothes order,0,20,13,10,0,0,0,0,0,0,0
TX001203,CUST0095,2025-05-01 03:31:00,128.51,Services,FR,internet service payment,0,24,14,10,1,0,0,0,0,0,0
TX001204,CUST0075,2025-05-01 04:22:00,1899.78,Services,DE,urgent international wire,1,25,15,10,1,0,0,0,0,1,0
TX001205,CUST0015,2025-05-01 05:34:00,48.01,Automotive,FR,car wash service,0,16,6,10,0,0,0,0,0,0,0
TX001206,CUST0196,2025-05-01 06:18:00,7.42,Dining,FR,bakery morning pastry,0,21,15,10,0,0,0,0,0,0,0
TX001207,CUST0104,2025-05-01 07:40:00,105.79,Education,FR,bookstore purchase,0,18,12,8,0,0,0,0,0,0,0
TX001208,CUST0053,2025-05-01 08:41:00,14.5,Dining,FR,coffee shop purchase,0,20,22,10,0,0,0,0,0,0,0
TX001209,CUST0022,2025-05-01 09:49:00,12.04,Entertainment,FR,public transport ticket,0,23,12,4,0,0,0,0,0,0,0
TX001210,CUST0077,2025-05-02 10:03:00,11.23,Dining,FR,coffee shop purchase,0,20,12,10,0,0,0,0,0,0,0
TX001211,CUST0180,2025-05-02 11:01:00,546.15,Travel,US,overseas investment transfer,1,28,11,1,1,0,0,0,0,1,0
TX001212,CUST0101,2025-05-02 12:36:00,9.92,Entertainment,FR,public transport ticket,0,23,13,4,0,0,0,0,0,0,0
TX001213,CUST0059,2025-05-02 13:30:00,79.87,Groceries,FR,supermarket groceries bill,0,26,9,10,1,0,0,0,0,0,0
TX001214,CUST0026,2025-05-02 14:19:00,6.54,Dining,FR,bakery morning pastry,0,21,13,10,0,0,0,0,0,0,0
TX001215,CUST0181,2025-05-02 15:07:00,14.76,Entertainment,FR,public transport ticket,0,23,10,4,0,0,0,0,0,0,0
TX001216,CUST0114,2025-05-02 16:53:00,27.91,Dining,FR,online food delivery,0,20,12,10,0,0,0,0,0,0,0
TX001217,CUST0108,2025-05-02 17:29:00,298.66,Services,PL,digital asset transfer,1,22,16,7,1,0,1,0,0,1,1
TX001218,CUST0084,2025-05-02 18:48:00,26.54,Dining,FR,online food delivery,0,20,18,10,0,0,0,0,0,0,0
TX001219,CUST0134,2025-05-02 19:37:00,12.06,Dining,FR,coffee shop purchase,0,20,11,10,0,0,0,0,0,0,0
TX001220,CUST0142,2025-05-03 20:55:00,12.55,Dining,FR,coffee shop purchase,0,20,15,10,0,0,0,0,0,0,0
TX001221,CUST0098,2025-05-03 21:17:00,3254.12,Electronics,CN,high-value electronics,1,22,15,10,0,0,0,0,0,0,0
TX001222,CUST0078,2025-05-03 22:18:00,10.59,Dining,FR,coffee shop purchase,0,20,17,10,0,0,0,0,0,0,0
TX001223,CUST0024,2025-05-03 23:49:00,55.45,Groceries,FR,supermarket groceries bill,0,26,15,10,1,0,0,0,0,0,0
TX001200,CUST0197,2025-05-01 00:57:00,7.42,Restaurant,CA,Fast food takeout lunch break,0,29,7,10,0,0,0,0,0,0,0
TX001201,CUST0149,2025-05-01 01:08:00,105.18,Apparel,CA,Online clothing order for new items,0,35,17,10,0,0,0,0,0,0,0
TX001202,CUST0046,2025-05-01 02:32:00,54.76,Subscription Service,CA,Monthly streaming service subscription fee,0,42,18,10,0,0,0,1,0,0,1
TX001203,CUST0113,2025-05-01 03:50:00,12.3,Coffee Shop,CA,Daily coffee shop purchase,0,26,8,10,0,0,0,0,0,0,0
TX001204,CUST0023,2025-05-01 04:33:00,35.84,Healthcare,CA,Pharmacy prescription pickup service,0,36,19,10,0,0,0,0,0,0,0
TX001205,CUST0149,2025-05-01 05:57:00,95.8,Gas Station,CA,Gas station fill-up for car,0,27,17,10,0,0,0,0,0,0,0
TX001206,CUST0159,2025-05-01 06:38:00,12.43,Coffee Shop,CA,Daily coffee shop purchase,0,26,24,10,0,0,0,0,0,0,0
TX001207,CUST0110,2025-05-01 07:02:00,28.53,Entertainment,CA,Movie rental streaming platform,0,31,13,10,0,0,0,0,0,0,1
TX001208,CUST0119,2025-05-01 08:50:00,11.02,Coffee Shop,CA,Daily coffee shop purchase,0,26,14,10,0,0,0,0,0,0,0
TX001209,CUST0189,2025-05-01 09:33:00,62.9,Online Retail,CA,Pet supplies online order delivery,0,34,12,10,0,0,0,0,0,0,0
TX001210,CUST0092,2025-05-02 10:28:00,13.9,Entertainment,CA,Online game purchase for fun,0,28,11,10,0,0,0,0,0,0,1
TX001211,CUST0074,2025-05-02 11:48:00,18.25,Coffee Shop,CA,Daily coffee shop purchase,0,26,11,10,0,0,0,0,0,0,0
TX001212,CUST0112,2025-05-02 12:23:00,78.43,Home Improvement,CA,Hardware store items for repairs,0,32,11,10,0,0,0,0,0,0,0
TX001213,CUST0079,2025-05-02 13:24:00,29.8,Automotive,CA,Car wash service full clean,0,27,12,10,0,0,0,0,0,0,0
TX001214,CUST0039,2025-05-02 14:46:00,14.16,Restaurant,CA,Fast food takeout lunch break,0,29,13,10,0,0,0,0,0,0,0
TX001215,CUST0121,2025-05-02 15:00:00,28.84,Books & Media,CA,Bookstore purchase for new novel,0,32,17,10,0,0,0,0,0,0,0
TX001216,CUST0068,2025-05-02 16:43:00,12.02,Coffee Shop,CA,Daily coffee shop purchase,0,26,17,10,0,0,0,0,0,0,0
TX001217,CUST0102,2025-05-02 17:54:00,65.3,Online Retail,CA,Online clothing order for new items,0,35,16,10,0,0,0,0,0,0,0
TX001218,CUST0132,2025-05-02 18:39:00,83.15,Gas Station,CA,Gas station fill-up for car,0,27,16,10,0,0,0,0,0,0,0
TX001219,CUST0133,2025-05-02 19:52:00,108.38,Luxury Goods,MX,Subscription to obscure digital assets platform,1,47,17,3,0,0,1,1,0,0,1
TX001220,CUST0178,2025-05-03 20:18:00,9.17,Restaurant,CA,Fast food takeout lunch break,0,29,13,10,0,0,0,0,0,0,0
TX001221,CUST0024,2025-05-03 21:10:00,12.08,Coffee Shop,CA,Daily coffee shop purchase,0,26,15,10,0,0,0,0,0,0,0
TX001222,CUST0106,2025-05-03 22:37:00,6.83,Coffee Shop,CA,Daily coffee shop purchase,0,26,14,10,0,0,0,0,0,0,0
TX001223,CUST0029,2025-05-03 23:12:00,14.93,Coffee Shop,CA,Daily coffee shop purchase,0,26,18,10,0,0,0,0,0,0,0
TX001224,CUST0156,2025-05-03 00:44:00,5.92,Coffee Shop,CA,Daily coffee shop purchase,0,26,13,10,0,0,0,0,0,0,0
TX001225,CUST0005,2025-05-03 01:50:00,105.81,Groceries,CA,Weekly grocery store shopping trip,0,34,13,10,0,0,0,0,0,0,0
TX001226,CUST0193,2025-05-03 02:18:00,12.8,Coffee Shop,CA,Daily coffee shop purchase,0,26,12,10,0,0,0,0,0,0,0
TX001227,CUST0114,2025-05-03 03:16:00,8.04,Restaurant,CA,Fast food takeout lunch break,0,29,12,10,0,0,0,0,0,0,0
TX001228,CUST0160,2025-05-03 04:43:00,55.43,Subscription Service,CA,Monthly streaming service subscription fee,0,42,12,10,0,0,0,1,0,0,1
TX001229,CUST0102,2025-05-03 05:35:00,14.86,Restaurant,CA,Food delivery service meal order,0,32,16,10,0,0,0,0,0,0,0
TX001230,CUST0049,2025-05-04 06:51:00,47.92,Healthcare,CA,Pharmacy prescription pickup service,0,36,17,10,0,0,0,0,0,0,0
TX001231,CUST0021,2025-05-04 07:18:00,12.63,Coffee Shop,CA,Daily coffee shop purchase,0,26,18,10,0,0,0,0,0,0,0
TX001232,CUST0008,2025-05-04 08:37:00,34.19,Services,CA,Haircut service payment local salon,0,35,14,10,1,0,0,0,0,0,0
TX001233,CUST0051,2025-05-04 09:57:00,11.38,Coffee Shop,CA,Daily coffee shop purchase,0,26,12,10,0,0,0,0,0,0,0
TX001234,CUST0187,2025-05-04 10:57:00,102.37,Groceries,CA,Weekly grocery store shopping trip,0,34,11,10,0,0,0,0,0,0,0
TX001235,CUST0042,2025-05-04 11:46:00,482.48,Cryptocurrency Exchange,GB,Purchase of untraceable gift cards bulk,1,39,9,5,0,1,1,0,0,0,0
TX001236,CUST0018,2025-05-04 12:41:00,83.18,Groceries,CA,Weekly grocery store shopping trip,0,34,15,10,0,0,0,0,0,0,0
TX001237,CUST0084,2025-05-04 13:37:00,9.42,Coffee Shop,CA,Daily coffee shop purchase,0,26,18,10,0,0,0,0,0,0,0
TX001238,CUST0045,2025-05-04 14:17:00,7.37,Coffee Shop,CA,Daily coffee shop purchase,0,26,18,10,0,0,0,0,0,0,0
TX001239,CUST0143,2025-05-04 15:43:00,6.84,Coffee Shop,CA,Daily coffee shop purchase,0,26,15,10,0,0,0,0,0,0,0
TX001240,CUST0136,2025-05-05 16:34:00,14.59,Restaurant,CA,Dinner at local restaurant with friends,0,39,15,10,0,0,0,0,0,0,0
TX001241,CUST0055,2025-05-05 17:36:00,110.87,Groceries,CA,Weekly grocery store shopping trip,0,34,9,10,0,0,0,0,0,0,0
TX001242,CUST0020,2025-05-05 18:32:00,13.91,Restaurant,CA,Food delivery service meal order,0,32,18,10,0,0,0,0,0,0,0
TX001243,CUST0133,2025-05-05 19:58:00,4.54,Coffee Shop,CA,Daily coffee shop purchase,0,26,17,10,0,0,0,0,0,0,0
TX001244,CUST0036,2025-05-05 20:32:00,13.67,Entertainment,CA,Online game purchase for fun,0,28,14,10,0,0,0,0,0,0,1
TX001245,CUST0055,2025-05-05 21:00:00,44.57,Subscription Service,CA,Monthly streaming service subscription fee,0,42,9,10,0,0,0,1,0,0,1
